-0.000000 -0.005751
-0.005751 0.964668
0.964668 0.617621
0.617621 0.239460
0.239460 -0.424354
-0.424354 0.800450
0.800450 0.360998
0.360998 0.686212
0.686212 -0.596146
-0.596146 0.997820
0.997820 0.071889
0.071889 -0.101152
-0.101152 0.670279
0.670279 0.615371
0.615371 0.441700
0.441700 -0.564038
-0.564038 -0.433672
-0.433672 -0.288304
-0.288304 -0.838162
-0.838162 -0.143852
-0.143852 -0.716594
-0.716594 -0.654609
-0.654609 0.923708
0.923708 0.718000
0.718000 0.012920
0.012920 -0.424952
-0.424952 -0.581282
-0.581282 0.580111
0.580111 0.946276
0.946276 -0.540739
-0.540739 -0.661728
-0.661728 -0.998925
-0.998925 0.274881
0.274881 -0.943375
-0.943375 0.373779
0.373779 0.539486
0.539486 -0.809859
-0.809859 -0.574268
-0.574268 -0.783357
-0.783357 0.753938
0.753938 -0.116539
-0.116539 0.625177
0.625177 -0.441729
-0.441729 0.203024
0.203024 -0.453752
-0.453752 -0.286447
-0.286447 0.090069
0.090069 0.445338
0.445338 0.369909
0.369909 0.749454
0.749454 0.503444
0.503444 0.039474
0.039474 -0.454150
-0.454150 0.791474
0.791474 -0.510198
-0.510198 0.544026
0.544026 -0.734524
-0.734524 -0.101794
-0.101794 0.740549
0.740549 0.517587
0.517587 0.720195
0.720195 -0.871756
-0.871756 0.947091
0.947091 -0.481248
-0.481248 0.101412
0.101412 0.540183
0.540183 -0.199166
-0.199166 0.106113
0.106113 0.600534
0.600534 -0.807385
-0.807385 -0.006814
-0.006814 -0.161735
-0.161735 0.408966
0.408966 -0.855865
-0.855865 -0.784449
-0.784449 -0.726199
-0.726199 0.718116
0.718116 -0.546663
-0.546663 0.159337
0.159337 -0.028684
-0.028684 -0.280611
-0.280611 0.178813
0.178813 0.515949
0.515949 0.489402
0.489402 0.604192
0.604192 0.379158
0.379158 0.976794
0.976794 0.386654
0.386654 -0.436069
-0.436069 0.112965
0.112965 -0.766722
-0.766722 0.221665
0.221665 -0.209988
-0.209988 0.438829
0.438829 -0.023192
-0.023192 -0.446970
-0.446970 -0.526159
-0.526159 -0.584657
-0.584657 0.898789
0.898789 0.939341
0.939341 -0.193175
-0.193175 0.101100
0.101100 0.690627
0.690627 -0.060806
-0.060806 0.980370
0.980370 0.554695
0.554695 -0.956270
-0.956270 -0.888820
-0.888820 0.185882
0.185882 -0.165278
-0.165278 0.649503
0.649503 0.013895
0.013895 -0.385232
-0.385232 -0.000227
-0.000227 -0.800647
-0.800647 -0.794069
-0.794069 0.458433
0.458433 0.108443
0.108443 -0.615315
